GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.240948,7,7,0,0,0,1
50.240948,7,7,0,0,0,1
50.240948,7,7,0,0,0,1
55.001026,4,7,0,0,0,1
55.001026,4,7,0,0,0,1
55.001026,4,7,0,0,0,1
55.001026,4,7,0,0,0,1
55.001026,4,7,0,0,0,1
61.9594,5,2,1,0,0,0
63.988441,6,2,1,0,0,0
75.231667,6,2,0,0,0,1
75.231667,6,2,0,0,0,1
93.001167,4,2,0,0,0,1
123.865341,5,1,1,0,0,0
126.93663,6,1,1,0,0,0
127.966347,7,1,1,0,0,0
136.002655,7,1,0,0,0,1
141.148911,8,0,1,0,0,0
189.310196,9,0,1,0,0,0
189.310196,9,0,0,0,0,1
194.408981,9,0,1,0,0,0
208.142563,9,0,0,0,0,1
213.216843,8,0,0,0,0,1
222.343582,7,0,0,0,0,1
251.635971,7,0,1,0,0,0
256.218262,8,0,1,0,0,0
268.388367,9,0,1,0,0,0
297.800568,10,0,1,0,0,0
