GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
54.004112,3,3,0,0,0,1
54.004112,3,3,0,0,0,1
54.004112,3,3,0,0,0,1
61.813358,4,0,1,0,0,0
62.319092,5,0,1,0,0,0
64.346497,6,0,1,0,0,0
124.07016,7,0,1,0,0,0
125.157829,8,0,1,0,0,0
126.668831,9,0,1,0,0,0
129.723648,10,0,1,0,0,0
132.177505,10,0,0,0,0,1
145.862549,9,0,0,0,0,1
186.381927,9,0,1,0,0,0
186.469604,10,0,1,0,0,0
187.900299,11,0,1,0,0,0
189.51062,12,0,1,0,0,0
191.453766,13,0,1,0,0,0
192.476913,14,0,1,0,0,0
195.118835,15,0,1,0,0,0
200.098953,16,0,1,0,0,0
238.169281,16,0,0,0,0,1
248.282593,16,0,1,0,0,0
250.846008,16,0,0,0,0,1
250.967438,17,0,1,0,0,0
251.398849,17,0,0,0,0,1
251.993134,17,0,1,0,0,0
252.92012,17,0,1,0,0,0
257.579712,18,0,1,0,0,0
257.943268,18,0,0,0,0,1
260.115753,18,0,1,0,0,0
264.09671,19,0,1,0,0,0
272.033173,20,0,1,0,0,0
272.688721,20,0,0,0,0,1
280.651367,20,0,1,0,0,0
285.477631,21,0,1,0,0,0
