GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
30.295979,11,7,0,0,0,1
44.069595,10,7,0,0,0,1
50.234077,9,7,0,0,0,1
50.234077,9,7,0,0,0,1
50.234077,9,7,0,0,0,1
51.002377,9,7,0,0,0,1
51.002377,9,7,0,0,0,1
51.002377,9,7,0,0,0,1
51.002377,9,7,0,0,0,1
61.909458,7,3,1,0,0,0
61.909458,8,3,1,0,0,0
66.50872,9,3,1,0,0,0
68.549179,10,3,1,0,0,0
82.308617,10,3,0,0,0,1
90.432564,9,3,0,0,0,1
91.001549,9,3,0,0,0,1
96.001221,8,2,0,0,0,1
99.003265,8,2,1,1,0,0
112.196968,8,2,0,0,0,1
113.212173,7,2,0,0,0,1
115.349281,7,2,1,0,0,0
124.436592,8,2,1,0,0,0
127.48761,8,2,0,0,0,1
128.459488,9,2,1,0,0,0
129.521805,9,2,1,0,0,0
139.638046,9,2,0,0,0,1
153.001221,8,2,0,0,0,1
161.004349,8,1,0,0,0,1
166.663391,8,0,0,0,0,1
182.35788,8,0,1,0,0,0
186.928116,9,0,1,0,0,0
189.921722,10,0,1,0,0,0
191.424774,11,0,1,0,0,0
192.542221,12,0,1,0,0,0
193.058044,13,0,1,0,0,0
195.106339,14,0,1,0,0,0
243.862213,14,0,0,0,0,1
245.38559,14,0,1,0,0,0
249.440292,15,0,1,0,0,0
253.277969,16,0,1,0,0,0
253.791611,17,0,1,0,0,0
254.471329,18,0,1,0,0,0
254.517044,19,0,1,0,0,0
255.535126,19,0,0,0,0,1
257.081207,19,0,1,0,0,0
265.502594,19,0,0,0,0,1
267.245544,18,0,0,0,0,1
268.23288,18,0,0,0,0,1
269.241119,17,0,1,0,0,0
273.34256,17,0,0,0,0,1
