GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.271378,7,3,0,0,0,1
61.000805,6,3,0,0,0,1
61.923126,7,3,1,0,0,0
62.427475,8,2,1,0,0,0
63.440239,9,2,1,0,0,0
64.972244,10,2,1,0,0,0
65.478859,10,2,0,0,0,1
72.103188,9,2,0,0,0,1
92.512032,9,2,1,0,0,0
122.004776,9,2,0,0,0,1
122.092621,9,2,0,0,0,1
126.615944,9,1,1,0,0,0
127.693779,10,1,1,0,0,0
129.703461,11,1,1,0,0,0
133.800415,11,1,0,0,0,1
136.356613,10,1,0,0,0,1
140.465683,9,1,0,0,0,1
157.834122,9,1,1,0,0,0
169.550293,9,1,0,0,0,1
174.192337,8,1,0,0,0,1
188.455261,8,1,1,0,0,0
191.814346,9,1,1,0,0,0
192.056595,10,1,1,0,0,0
195.001495,10,2,1,1,0,0
208.774231,10,2,0,0,0,1
215.516586,10,2,1,0,0,0
219.63916,11,2,1,0,0,0
230.334534,11,2,0,0,0,1
238.449234,10,2,0,0,0,1
242.622894,9,2,0,0,0,1
242.875031,9,2,0,0,0,1
243.648819,8,2,0,0,0,1
246.003433,6,2,0,0,0,1
255.046265,7,1,1,0,0,0
276.701141,8,1,1,0,0,0
284.416901,9,1,1,0,0,0
296.588989,9,1,0,0,0,1
297.155548,10,1,1,0,0,0
