GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
46.341816,11,11,0,0,0,1
50.46423,10,11,0,0,0,1
50.46423,10,11,0,0,0,1
50.46423,10,11,0,0,0,1
58.001762,7,11,0,0,0,1
58.001762,7,11,0,0,0,1
58.001762,7,11,0,0,0,1
58.001762,7,11,0,0,0,1
58.001762,7,11,0,0,0,1
58.001762,7,11,0,0,0,1
62.737331,8,5,1,0,0,0
62.737331,9,5,1,0,0,0
63.750153,10,5,1,0,0,0
66.313118,11,5,1,0,0,0
76.001419,11,5,0,0,0,1
78.002632,11,5,1,1,0,0
78.002632,11,6,1,1,0,0
87.257164,12,6,1,0,0,0
100.098991,12,6,0,0,0,1
106.231117,12,6,1,0,0,0
113.937798,12,6,0,0,0,1
116.524376,11,6,0,0,0,1
120.126221,10,6,0,0,0,1
124.796494,10,6,1,0,0,0
124.796494,11,6,1,0,0,0
129.417847,12,6,1,0,0,0
138.642426,12,6,0,0,0,1
144.278839,11,6,0,0,0,1
146.863617,11,6,1,0,0,0
149.003937,11,6,0,0,0,1
149.003937,11,6,0,0,0,1
149.003937,11,6,0,0,0,1
149.003937,11,6,0,0,0,1
150.476486,12,2,1,0,0,0
150.476486,13,2,1,0,0,0
162.150009,13,2,0,0,0,1
175.633789,12,2,0,0,0,1
176.651276,11,2,0,0,0,1
190.381927,11,2,1,0,0,0
193.001266,11,2,0,0,0,1
193.439209,12,2,1,0,0,0
193.439209,12,2,0,0,0,1
195.985397,12,1,1,0,0,0
201.601089,12,1,0,0,0,1
201.984406,12,1,0,0,0,1
209.001877,10,1,0,0,0,1
214.184677,11,0,1,0,0,0
216.859573,12,0,1,0,0,0
218.911346,13,0,1,0,0,0
252.475037,14,0,1,0,0,0
253.920792,14,0,0,0,0,1
258.065308,14,0,1,0,0,0
258.503693,15,0,1,0,0,0
268.181213,15,0,0,0,0,1
268.607056,15,0,0,0,0,1
269.710968,13,0,0,0,0,1
276.153564,13,0,1,0,0,0
281.889648,14,0,1,0,0,0
286.974548,15,0,1,0,0,0
