GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
32.009285,11,11,0,0,0,1
50.552414,10,11,0,0,0,1
50.552414,10,11,0,0,0,1
54.174637,8,11,0,0,0,1
62.388195,8,11,1,0,0,0
62.388195,9,11,1,0,0,0
63.971771,10,11,1,0,0,0
64.987701,11,11,1,0,0,0
68.048172,12,11,1,0,0,0
70.002968,12,11,0,0,0,1
70.002968,12,11,0,0,0,1
70.002968,12,11,0,0,0,1
70.002968,12,11,0,0,0,1
70.002968,12,11,0,0,0,1
70.002968,12,11,0,0,0,1
75.2826,12,5,0,0,0,1
79.004417,11,5,0,0,0,1
80.954582,11,4,0,0,0,1
82.002594,10,5,1,1,0,0
86.000137,10,6,1,1,0,0
91.000755,10,6,0,0,0,1
91.000755,10,7,1,1,0,0
98.478081,10,6,0,0,0,1
114.347282,9,6,0,0,0,1
126.501526,9,6,1,0,0,0
128.051132,9,6,0,0,0,1
131.612839,9,6,1,0,0,0
132.630737,10,6,1,0,0,0
136.211975,11,6,1,0,0,0
140.004547,11,6,0,0,0,1
140.004547,11,6,0,0,0,1
140.004547,11,6,0,0,0,1
148.000076,11,3,0,0,0,1
157.765244,12,2,1,0,0,0
159.792038,13,2,1,0,0,0
160.004623,13,2,0,0,0,1
174.004227,13,1,0,0,0,1
176.177261,14,0,1,0,0,0
181.840988,14,0,0,0,0,1
190.06221,14,0,1,0,0,0
198.251129,15,0,1,0,0,0
199.27951,16,0,1,0,0,0
202.879593,17,0,1,0,0,0
207.000168,17,0,0,0,0,1
209.048065,16,0,0,0,0,1
210.049576,16,0,1,0,0,0
219.794296,17,0,1,0,0,0
221.84491,18,0,1,0,0,0
231.560913,18,0,0,0,0,1
238.163971,18,0,1,0,0,0
250.925903,18,0,0,0,0,1
252.980301,18,0,1,0,0,0
254.536255,18,0,0,0,0,1
255.572571,17,0,0,0,0,1
259.652222,17,0,1,0,0,0
261.70755,18,0,1,0,0,0
263.240173,19,0,1,0,0,0
265.798584,20,0,1,0,0,0
269.196716,21,0,1,0,0,0
270.407654,21,0,0,0,0,1
270.407654,21,0,0,0,0,1
272.457214,19,0,0,0,0,1
278.073944,19,0,1,0,0,0
278.88797,20,0,1,0,0,0
282.157501,21,0,1,0,0,0
284.231781,22,0,1,0,0,0
