GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.111828,3,3,0,0,0,1
54.001472,2,3,0,0,0,1
54.001472,2,3,0,0,0,1
54.001472,2,3,0,0,0,1
64.77462,3,0,1,0,0,0
65.78614,4,0,1,0,0,0
126.05024,5,0,1,0,0,0
127.568848,6,0,1,0,0,0
128.07605,7,0,1,0,0,0
145.352341,8,0,1,0,0,0
189.452835,9,0,1,0,0,0
189.452835,10,0,1,0,0,0
202.926865,11,0,1,0,0,0
204.687698,11,0,0,0,0,1
224.239716,11,0,1,0,0,0
231.060196,11,0,0,0,0,1
251.328903,11,0,1,0,0,0
253.864075,12,0,1,0,0,0
262.949463,13,0,1,0,0,0
268.31842,14,0,1,0,0,0
276.62265,14,0,0,0,0,1
281.763062,14,0,1,0,0,0
287.145813,15,0,1,0,0,0
291.210358,16,0,1,0,0,0
