GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.53231,11,3,0,0,0,1
50.53231,11,3,0,0,0,1
50.53231,11,3,0,0,0,1
50.53231,11,3,0,0,0,1
50.53231,11,3,0,0,0,1
50.53231,11,3,0,0,0,1
50.53231,11,3,0,0,0,1
53.00222,4,3,0,0,0,1
53.00222,4,3,0,0,0,1
60.19418,4,1,0,0,0,1
61.714333,4,1,1,0,0,0
64.762207,5,1,1,0,0,0
65.000313,5,2,1,1,0,0
72.390846,5,2,0,0,0,1
95.220703,4,2,0,0,0,1
126.545616,4,2,1,0,0,0
128.084885,5,2,1,0,0,0
130.1082,5,2,0,0,0,1
132.751968,5,2,1,0,0,0
138.004166,5,3,1,1,0,0
140.383301,5,3,0,0,0,1
184.001099,4,3,0,0,0,1
189.003555,4,2,0,0,0,1
190.086456,5,1,1,0,0,0
193.001862,5,1,0,0,0,1
195.572342,6,0,1,0,0,0
203.69368,6,0,0,0,0,1
213.409225,6,0,1,0,0,0
240.234451,6,0,0,0,0,1
258.390472,6,0,1,0,0,0
268.010284,7,0,1,0,0,0
