GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.533981,7,11,0,0,0,1
50.533981,7,11,0,0,0,1
50.533981,7,11,0,0,0,1
50.533981,7,11,0,0,0,1
54.000755,3,11,0,0,0,1
54.000755,3,11,0,0,0,1
54.000755,3,11,0,0,0,1
54.000755,3,11,0,0,0,1
54.000755,3,11,0,0,0,1
54.000755,3,11,0,0,0,1
54.000755,3,11,0,0,0,1
62.201546,4,4,1,0,0,0
62.201546,5,4,1,0,0,0
75.37011,5,4,0,0,0,1
76.004524,5,4,0,0,0,1
94.000847,4,4,1,1,0,0
101.000198,4,4,0,0,0,1
124.034515,5,3,1,0,0,0
138.296127,6,3,1,0,0,0
143.393814,7,3,1,0,0,0
145.436539,7,3,0,0,0,1
149.000687,6,3,0,0,0,1
163.269882,6,2,0,0,0,1
174.392883,5,2,0,0,0,1
180.001251,4,2,0,0,0,1
187.001572,4,1,0,0,0,1
199.732666,5,0,1,0,0,0
204.802811,6,0,1,0,0,0
228.632797,6,0,0,0,0,1
243.822098,5,0,0,0,0,1
244.324326,6,0,1,0,0,0
255.432068,5,0,0,0,0,1
267.099213,5,0,1,0,0,0
267.127838,6,0,1,0,0,0
