GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
46.417564,3,11,0,0,0,1
50.520851,2,11,0,0,0,1
54.003769,1,11,0,0,0,1
54.003769,1,11,0,0,0,1
54.003769,1,11,0,0,0,1
54.003769,1,11,0,0,0,1
54.003769,1,11,0,0,0,1
54.003769,1,11,0,0,0,1
62.690208,2,5,1,0,0,0
71.001961,2,6,1,1,0,0
81.000084,2,7,1,1,0,0
82.506134,2,7,0,0,0,1
93.000824,1,7,0,0,0,1
105.003944,1,7,1,1,0,0
120.002579,1,7,0,0,0,1
121.003059,0,7,0,0,0,1
123.00341,0,6,0,0,0,1
134.002319,0,5,0,0,0,1
147.000488,0,4,0,0,0,1
147.000488,0,4,0,0,0,1
156.004303,0,2,0,0,0,1
173.000824,0,1,0,0,0,1
