GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
46.397064,7,7,0,0,0,1
46.397064,7,7,0,0,0,1
50.495079,5,7,0,0,0,1
53.003658,4,7,0,0,0,1
53.003658,4,7,0,0,0,1
53.003658,4,7,0,0,0,1
61.68261,5,4,1,0,0,0
61.68261,6,4,1,0,0,0
62.198193,7,4,1,0,0,0
63.224892,8,4,1,0,0,0
72.360596,8,4,0,0,0,1
88.123978,7,4,0,0,0,1
99.002197,6,4,0,0,0,1
99.002197,6,4,0,0,0,1
113.590073,6,2,0,0,0,1
123.360046,6,2,1,0,0,0
123.360046,7,2,1,0,0,0
123.360046,8,2,1,0,0,0
125.835052,9,2,1,0,0,0
126.879356,10,2,1,0,0,0
134.172241,10,2,0,0,0,1
139.004807,9,2,0,0,0,1
174.361496,9,1,0,0,0,1
185.552673,9,1,1,0,0,0
187.995209,10,1,1,0,0,0
188.022385,11,1,1,0,0,0
188.603561,12,1,1,0,0,0
194.004501,12,1,0,0,0,1
195.260696,13,0,1,0,0,0
204.31987,14,0,1,0,0,0
206.885757,15,0,1,0,0,0
218.66185,15,0,0,0,0,1
236.438354,14,0,0,0,0,1
244.47673,13,0,0,0,0,1
245.075958,13,0,0,0,0,1
247.104141,12,0,1,0,0,0
250.63118,13,0,1,0,0,0
250.657471,13,0,0,0,0,1
258.202423,12,0,0,0,0,1
258.27066,12,0,0,0,0,1
260.322388,11,0,1,0,0,0
262.272186,11,0,0,0,0,1
298.282104,11,0,1,0,0,0
