GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.231018,7,11,0,0,0,1
50.231018,7,11,0,0,0,1
50.231018,7,11,0,0,0,1
50.231018,7,11,0,0,0,1
50.231018,7,11,0,0,0,1
52.004791,2,11,0,0,0,1
52.004791,2,11,0,0,0,1
52.004791,2,11,0,0,0,1
52.004791,2,11,0,0,0,1
52.004791,2,11,0,0,0,1
58.002972,2,6,0,0,0,1
63.002251,2,6,1,1,0,0
63.002251,2,7,1,1,0,0
72.128876,2,7,0,0,0,1
74.16539,2,7,1,0,0,0
86.000191,2,7,0,0,0,1
102.004761,2,6,0,0,0,1
121.000298,2,5,0,0,0,1
121.000298,2,5,0,0,0,1
121.000298,2,5,0,0,0,1
124.597832,2,2,0,0,0,1
137.782227,2,2,1,0,0,0
153.004379,2,2,0,0,0,1
171.004395,2,1,0,0,0,1
201.220245,3,0,1,0,0,0
239.184662,4,0,1,0,0,0
262.619995,5,0,1,0,0,0
263.081146,6,0,1,0,0,0
