GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
32.4837,11,11,0,0,0,1
48.029797,10,11,0,0,0,1
50.626915,9,11,0,0,0,1
50.626915,9,11,0,0,0,1
50.626915,9,11,0,0,0,1
50.626915,9,11,0,0,0,1
52.003422,5,11,0,0,0,1
52.003422,5,11,0,0,0,1
52.003422,5,11,0,0,0,1
52.003422,5,11,0,0,0,1
62.420589,6,7,1,0,0,0
65.484917,7,7,1,0,0,0
65.484917,7,7,0,0,0,1
80.374855,6,7,0,0,0,1
84.451141,5,7,0,0,0,1
92.002747,4,8,1,1,0,0
92.002747,4,9,1,1,0,0
92.002747,4,10,1,1,0,0
102.003517,4,10,0,0,0,1
108.430336,4,9,0,0,0,1
112.004898,3,9,0,0,0,1
112.004898,3,9,0,0,0,1
112.004898,3,10,1,1,0,0
113.511833,2,9,0,0,0,1
122.154137,1,9,0,0,0,1
136.004425,0,9,0,0,0,1
136.004425,0,9,0,0,0,1
144.002548,0,7,0,0,0,1
159.003143,0,6,0,0,0,1
161.002991,0,5,0,0,0,1
171.000763,0,4,0,0,0,1
171.000763,0,4,0,0,0,1
171.000763,0,4,0,0,0,1
177.003143,0,1,0,0,0,1
