GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.262615,7,3,0,0,0,1
53.00042,6,3,0,0,0,1
53.00042,6,3,0,0,0,1
61.937759,7,1,1,0,0,0
61.937759,8,1,1,0,0,0
69.001022,8,1,0,0,0,1
77.671906,9,0,1,0,0,0
78.18399,10,0,1,0,0,0
80.216568,10,0,0,0,0,1
81.228188,9,0,0,0,0,1
123.867592,9,0,1,0,0,0
132.882767,9,0,0,0,0,1
139.576111,9,0,1,0,0,0
140.057419,10,0,1,0,0,0
140.057419,11,0,1,0,0,0
140.08606,12,0,1,0,0,0
150.764984,12,0,0,0,0,1
185.281128,12,0,1,0,0,0
194.975479,12,0,0,0,0,1
201.593948,12,0,1,0,0,0
201.593948,13,0,1,0,0,0
209.116165,14,0,1,0,0,0
215.310455,14,0,0,0,0,1
216.706207,14,0,1,0,0,0
221.285446,14,0,0,0,0,1
230.420807,13,0,0,0,0,1
248.289474,13,0,1,0,0,0
251.300354,14,0,1,0,0,0
262.989655,15,0,1,0,0,0
265.02533,16,0,1,0,0,0
270.981354,17,0,1,0,0,0
272.500061,17,0,0,0,0,1
274.611877,17,0,1,0,0,0
278.616791,18,0,1,0,0,0
299.00885,18,0,0,0,0,1
