GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
26.43923,3,5,0,0,0,0
34.044281,3,5,0,0,0,0
34.044281,3,5,0,0,0,0
55.004974,3,5,0,0,0,1
55.004974,3,4,0,0,0,1
55.004974,3,3,0,0,0,1
90.004219,2,2,0,0,0,1
137.004852,0,1,0,0,0,1
