GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
50.952175,22,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
55.001377,8,13,0,0,0,1
60.684948,8,5,0,0,0,1
62.721348,8,5,1,0,0,0
62.721348,9,5,1,0,0,0
62.721348,10,5,1,0,0,0
63.744301,11,5,1,0,0,0
72.925827,12,5,1,0,0,0
76.017731,12,5,0,0,0,1
80.651558,11,5,0,0,0,1
94.003296,10,6,1,1,0,0
94.003296,10,7,1,1,0,0
94.003296,10,8,1,1,0,0
94.003296,10,9,1,1,0,0
111.00013,10,9,0,0,0,1
114.654564,10,8,0,0,0,1
126.413742,10,8,1,0,0,0
130.025299,10,8,0,0,0,1
132.001099,9,8,0,0,0,1
147.001328,9,7,0,0,0,1
147.001328,9,7,0,0,0,1
147.001328,9,7,0,0,0,1
152.50647,9,4,0,0,0,1
154.060791,9,4,1,0,0,0
161.003311,9,4,0,0,0,1
166.882004,10,3,1,0,0,0
170.461075,10,3,0,0,0,1
172.00415,9,3,0,0,0,1
172.00415,9,4,1,1,0,0
175.083435,10,3,1,0,0,0
190.965683,11,3,1,0,0,0
192.00383,11,4,1,1,0,0
204.249542,11,4,0,0,0,1
209.353134,10,4,0,0,0,1
209.383957,10,4,0,0,0,1
216.031357,9,4,1,0,0,0
218.004608,9,4,0,0,0,1
221.147278,9,3,0,0,0,1
224.004837,8,3,0,0,0,1
226.24707,8,2,0,0,0,1
228.801651,8,2,1,0,0,0
243.004196,8,2,0,0,0,1
254.737106,9,1,1,0,0,0
256.25769,10,1,1,0,0,0
261.208008,10,1,0,0,0,1
266.415802,9,1,0,0,0,1
272.002808,8,2,1,1,0,0
298.508026,8,2,0,0,0,1
