GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
50.284107,22,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
53.003693,9,13,0,0,0,1
58.000919,9,4,0,0,0,1
60.62241,9,3,0,0,0,1
60.62241,9,3,0,0,0,1
61.126377,9,3,0,0,0,1
63.149036,7,3,1,0,0,0
63.149036,8,3,1,0,0,0
63.149036,9,3,1,0,0,0
65.696548,9,3,0,0,0,1
86.602066,8,3,0,0,0,1
88.001656,7,3,0,0,0,1
88.001656,7,3,0,0,0,1
96.205452,7,1,0,0,0,1
106.377487,6,1,0,0,0,1
109.003967,5,2,1,1,0,0
114.475655,5,2,0,0,0,1
116.516281,4,2,0,0,0,1
138.290909,4,2,1,0,0,0
148.459061,5,2,1,0,0,0
160.002014,5,2,0,0,0,1
185.000412,5,1,0,0,0,1
186.999054,6,0,1,0,0,0
201.194,7,0,1,0,0,0
204.262314,7,0,0,0,0,1
208.834122,6,0,0,0,0,1
242.760071,5,0,0,0,0,1
250.860672,5,0,1,0,0,0
256.425598,5,0,0,0,0,1
264.020233,5,0,1,0,0,0
294.924072,6,0,1,0,0,0
