GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
40.449219,5,22,0,0,0,1
50.168301,4,22,0,0,0,1
50.168301,4,22,0,0,0,1
50.168301,4,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
56.004856,1,22,0,0,0,1
61.881649,2,4,1,0,0,0
74.002541,2,5,1,1,0,0
89.000328,2,5,0,0,0,1
89.000328,2,5,0,0,0,1
92.000198,2,3,0,0,0,1
95.314644,2,2,0,0,0,1
96.319046,1,2,0,0,0,1
145.004425,0,2,0,0,0,1
146.000778,0,1,0,0,0,1
