GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.041082,1,1,24.341537,0,0,0,0
30.005423,1,1,91.519707,0,0,0,0
30.017397,1,1,83.5121,0,0,0,0
30.028721,1,1,88.307701,0,0,0,0
30.038904,1,1,98.194275,0,0,0,0
30.050945,1,1,83.049049,0,0,0,0
30.062843,1,1,84.052872,0,0,0,0
30.07395,1,1,90.035263,0,0,0,0
30.086691,1,1,78.488457,0,0,0,0
30.099636,1,1,77.245323,0,0,0,0
60.006119,1,1,77.268913,0,0,0,0
60.017593,1,1,87.14933,0,0,0,0
60.02771,1,1,98.853851,0,0,0,0
60.039818,1,1,82.591103,0,0,0,0
60.051563,1,1,85.132744,0,0,0,0
60.061855,1,1,97.172722,0,0,0,0
60.073986,1,1,82.445831,0,0,0,0
60.08519,1,1,89.254311,0,0,0,0
60.095406,1,1,97.886688,0,0,0,0
90.002296,1,1,91.965286,0,0,0,0
90.014565,1,1,81.53492,0,0,0,0
90.026596,1,1,83.136345,0,0,0,0
90.040558,1,1,71.613533,0,0,0,0
90.053207,1,1,79.067017,0,0,0,0
90.065689,1,1,80.102921,0,0,0,0
90.078583,1,1,77.574387,0,0,0,0
90.09063,1,1,82.983711,0,0,0,0
120.003456,0,0,87.890678,0,0,0,0
120.014648,0,0,89.329903,0,0,0,0
120.025627,0,0,91.098122,0,0,0,0
120.037224,0,0,86.237816,0,0,0,0
120.049423,0,0,81.991814,0,0,0,0
120.059288,0,0,101.387993,0,0,0,0
120.069824,0,0,94.88517,0,0,0,0
120.081169,0,0,88.172356,0,0,0,0
120.091095,0,0,100.746361,0,0,0,0
150.001099,0,0,84.555443,0,0,0,0
150.011398,0,0,97.135445,0,0,0,0
150.024094,0,0,78.752151,0,0,0,0
150.035049,0,0,91.249176,0,0,0,0
150.045395,0,0,96.656937,0,0,0,0
150.057739,0,0,80.971558,0,0,0,0
150.068512,0,0,92.815063,0,0,0,0
150.080032,0,0,86.829437,0,0,0,0
150.093613,0,0,73.602158,0,0,0,0
180.010239,0,0,81.490318,0,0,0,0
180.024155,0,0,71.894234,0,0,0,0
180.03479,0,0,93.965858,0,0,0,0
180.047394,0,0,79.30484,0,0,0,0
180.059631,0,0,81.695442,0,0,0,0
180.069901,0,0,97.307205,0,0,0,0
180.081863,0,0,83.547943,0,0,0,0
180.09314,0,0,88.694489,0,0,0,0
210.002441,0,0,79.143669,0,0,0,0
210.013596,0,0,89.6717,0,0,0,0
210.023987,0,0,96.164864,0,0,0,0
210.036499,0,0,79.951111,0,0,0,0
210.04747,0,0,91.107948,0,0,0,0
210.057571,0,0,99.047241,0,0,0,0
210.069244,0,0,85.662888,0,0,0,0
210.080093,0,0,92.146049,0,0,0,0
210.090118,0,0,99.675194,0,0,0,0
240.000916,0,0,89.396149,0,0,0,0
240.01236,0,0,87.393051,0,0,0,0
240.024109,0,0,85.058372,0,0,0,0
240.035873,0,0,84.995537,0,0,0,0
240.046005,0,0,98.753586,0,0,0,0
240.058838,0,0,77.906242,0,0,0,0
240.073486,0,0,68.260941,0,0,0,0
240.084473,0,0,91.081703,0,0,0,0
240.09613,0,0,85.77317,0,0,0,0
270.011139,0,0,72.547417,0,0,0,0
270.025177,0,0,71.230644,0,0,0,0
270.03656,0,0,87.832733,0,0,0,0
270.049103,0,0,79.659264,0,0,0,0
270.061005,0,0,84.013809,0,0,0,0
270.072144,0,0,89.700256,0,0,0,0
270.084778,0,0,79.183289,0,0,0,0
270.095825,0,0,90.557114,0,0,0,0
300.008453,0,0,78.103355,0,0,0,0
300.022339,0,0,71.969872,0,0,0,0
300.034424,0,0,82.763931,0,0,0,0
300.045258,0,0,92.243423,0,0,0,0
300.057373,0,0,82.596489,0,0,0,0
300.068817,0,0,87.450394,0,0,0,0
300.079407,0,0,94.410957,0,0,0,0
300.09137,0,0,83.639061,0,0,0,0
