GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
26.377935,5,1,0,0,0,0
54.218266,4,1,0,0,0,0
61.822533,4,1,1,0,0,0
61.822533,5,1,1,0,0,0
61.822533,6,1,1,0,0,0
62.323524,6,1,0,0,0,0
78.003685,5,2,1,1,0,0
106.441406,5,2,0,0,0,0
120.635139,4,2,0,0,0,0
122.157974,3,2,0,0,0,0
127.730087,3,2,1,0,0,0
135.001587,3,2,0,0,0,1
156.052399,3,1,0,0,0,0
161.000977,2,2,1,1,0,0
162.158844,3,2,1,0,0,0
196.671021,4,2,1,0,0,0
208.000168,4,2,0,0,0,1
212.003052,4,1,0,0,0,1
226.048462,5,0,1,0,0,0
226.453873,6,0,1,0,0,0
257.99884,7,0,1,0,0,0
261.975983,8,0,1,0,0,0
281.237915,8,0,0,0,0,0
282.173645,8,0,0,0,0,0
291.362274,7,0,1,0,0,0
292.80603,8,0,1,0,0,0
