GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
36.014294,5,3,0,0,0,0
50.192638,4,3,0,0,0,0
62.851044,4,3,1,0,0,0
72.455841,4,3,0,0,0,0
81.582558,4,3,1,0,0,0
82.001068,4,3,0,0,0,1
89.003891,4,2,0,0,0,1
97.004601,4,2,1,1,0,0
131.715454,4,2,0,0,0,0
132.220428,4,2,0,0,0,0
136.730881,3,2,1,0,0,0
137.002625,3,2,0,0,0,1
142.351212,4,1,1,0,0,0
198.521729,5,1,1,0,0,0
198.521729,6,1,1,0,0,0
203.760345,7,1,1,0,0,0
204.241608,8,1,1,0,0,0
221.002197,8,2,1,1,0,0
254.18544,8,2,0,0,0,0
260.038177,8,2,1,0,0,0
260.553925,9,2,1,0,0,0
262.595001,10,2,1,0,0,0
265.799652,11,2,1,0,0,0
265.949402,12,2,1,0,0,0
282.046631,13,2,1,0,0,0
