GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
51.001236,3,3,0,0,0,1
51.001236,3,3,0,0,0,1
51.001236,3,3,0,0,0,1
70.002113,4,0,1,0,0,0
72.002129,5,0,1,0,0,0
116.669563,6,0,1,0,0,0
136.003754,7,0,1,0,0,0
154.67041,8,0,1,0,0,0
157.670395,8,0,0,0,0,0
174.337143,7,0,0,0,0,0
178.670517,7,0,1,0,0,0
183.670532,7,0,0,0,0,0
199.337311,7,0,1,0,0,0
215.337952,8,0,1,0,0,0
233.671402,8,0,0,0,0,0
236.338074,7,0,0,0,0,0
244.004791,7,0,1,0,0,0
251.004745,8,0,1,0,0,0
264.005005,9,0,1,0,0,0
278.005432,10,0,1,0,0,0
297.672699,10,0,0,0,0,0
