GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
24.291626,3,3,0,0,0,0
51.000237,2,3,0,0,0,1
61.682377,3,2,1,0,0,0
61.682377,4,2,1,0,0,0
91.004402,4,3,1,1,0,0
92.097313,4,3,0,0,0,0
118.418839,3,3,0,0,0,0
125.512222,3,3,1,0,0,0
137.176224,3,3,0,0,0,0
145.004562,2,4,1,1,0,0
148.296432,2,4,0,0,0,0
168.002182,1,4,0,0,0,1
187.290558,2,3,1,0,0,0
198.002853,2,4,1,1,0,0
209.002441,2,5,1,1,0,0
220.240158,2,5,0,0,0,0
230.344147,1,5,0,0,0,0
246.002197,0,5,0,0,0,1
261.004547,0,4,0,0,0,1
264.002411,0,3,0,0,0,1
277.000549,0,2,0,0,0,1
277.000549,0,2,0,0,0,1
