GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
34.461826,5,3,0,0,0,0
52.003525,4,3,0,0,0,1
52.003525,4,3,0,0,0,1
61.84832,5,1,1,0,0,0
61.84832,6,1,1,0,0,0
77.592796,7,1,1,0,0,0
80.637955,7,1,0,0,0,0
87.002419,6,2,1,1,0,0
114.087334,6,2,0,0,0,0
125.262054,6,2,1,0,0,0
125.762634,6,2,0,0,0,0
128.297134,6,2,1,0,0,0
132.34993,6,2,0,0,0,0
134.391647,5,2,0,0,0,0
160.248108,4,2,0,0,0,0
167.002899,3,3,1,1,0,0
172.400253,3,3,0,0,0,0
174.426682,2,3,0,0,0,0
178.475616,1,3,0,0,0,0
197.002655,0,3,0,0,0,1
223.002106,0,2,0,0,0,1
224.002716,0,1,0,0,0,1
