GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
48.166267,5,3,0,0,0,0
62.343559,5,3,1,0,0,0
62.85165,6,3,1,0,0,0
63.360538,7,3,1,0,0,0
71.014801,8,3,1,0,0,0
72.00106,8,4,1,1,0,0
72.00106,8,5,1,1,0,0
105.004539,8,6,1,1,0,0
107.000099,8,6,0,0,0,1
122.965675,8,5,0,0,0,0
123.509399,9,5,1,0,0,0
124.53553,9,5,1,0,0,0
125.557594,9,5,0,0,0,0
127.050117,9,5,1,0,0,0
129.070724,10,5,1,0,0,0
133.158905,11,5,1,0,0,0
137.003052,11,6,1,1,0,0
142.460815,11,6,0,0,0,0
151.002319,10,6,0,0,0,1
156.000626,10,5,0,0,0,1
156.268112,10,5,0,0,0,0
164.395538,9,4,0,0,0,0
168.032898,8,4,0,0,0,0
170.058441,7,4,0,0,0,0
178.170349,6,4,0,0,0,0
188.301041,5,4,0,0,0,0
190.367661,5,4,1,0,0,0
192.396561,6,4,1,0,0,0
193.93103,6,4,0,0,0,0
196.000259,5,5,1,1,0,0
197.960236,6,5,1,0,0,0
201.002182,6,6,1,1,0,0
212.259735,6,6,0,0,0,0
212.259735,6,6,0,0,0,0
229.001633,4,7,1,1,0,0
234.040802,4,7,0,0,0,0
242.253815,3,7,0,0,0,0
250.300858,2,7,0,0,0,0
254.476639,1,7,0,0,0,0
263.003601,0,7,0,0,0,1
288.00293,0,6,0,0,0,1
294.001556,0,5,0,0,0,1
297.003906,0,4,0,0,0,1
