GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
61.730175,4,1,1,0,0,0
62.243374,5,1,1,0,0,0
65.300545,6,1,1,0,0,0
79.004478,6,2,1,1,0,0
112.446663,6,2,0,0,0,0
124.102554,6,2,1,0,0,0
127.757629,7,2,1,0,0,0
127.757629,8,2,1,0,0,0
137.966675,9,2,1,0,0,0
149.67868,10,2,1,0,0,0
151.004196,10,3,1,1,0,0
180.165405,10,3,0,0,0,0
180.301147,10,3,0,0,0,0
185.787109,9,3,1,0,0,0
189.464493,10,3,1,0,0,0
190.46907,11,3,1,0,0,0
197.642456,12,3,1,0,0,0
199.654724,13,3,1,0,0,0
200.155991,13,3,0,0,0,0
228.86853,13,3,1,0,0,0
248.329361,14,3,1,0,0,0
248.422791,14,3,0,0,0,0
249.795654,14,3,1,0,0,0
250.454605,15,3,1,0,0,0
250.979492,16,3,1,0,0,0
255.058655,17,3,1,0,0,0
258.150909,18,3,1,0,0,0
259.709045,19,3,1,0,0,0
260.327515,19,3,0,0,0,0
261.725372,19,3,1,0,0,0
264.379791,19,3,0,0,0,0
264.89743,20,3,1,0,0,0
278.392944,19,3,0,0,0,0
280.313721,18,3,0,0,0,0
291.261963,18,3,1,0,0,0
292.277283,18,3,0,0,0,0
296.223846,17,3,0,0,0,0
298.43335,16,3,0,0,0,0
