GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.197849,5,1,0,0,0,0
51.002846,5,1,0,0,0,1
63.35841,5,0,1,0,0,0
63.35841,6,0,1,0,0,0
63.864128,7,0,1,0,0,0
73.502899,8,0,1,0,0,0
125.184357,9,0,1,0,0,0
125.69545,10,0,1,0,0,0
127.178223,11,0,1,0,0,0
128.28418,12,0,1,0,0,0
134.830551,13,0,1,0,0,0
135.901672,14,0,1,0,0,0
136.35379,15,0,1,0,0,0
178.553024,15,0,0,0,0,0
179.069656,15,0,0,0,0,0
187.234161,14,0,1,0,0,0
188.24202,15,0,1,0,0,0
190.295853,16,0,1,0,0,0
202.028137,17,0,1,0,0,0
202.844269,18,0,1,0,0,0
204.957993,18,0,0,0,0,0
207.137009,18,0,1,0,0,0
207.43988,19,0,1,0,0,0
214.134811,20,0,1,0,0,0
244.120758,21,0,1,0,0,0
247.213058,22,0,1,0,0,0
249.382202,23,0,1,0,0,0
249.902008,24,0,1,0,0,0
250.937241,25,0,1,0,0,0
251.829239,25,0,0,0,0,0
252.470963,26,0,1,0,0,0
253.965546,26,0,1,0,0,0
254.981018,27,0,1,0,0,0
256.552521,27,0,0,0,0,0
257.886841,26,0,0,0,0,0
264.720978,26,0,1,0,0,0
269.337067,27,0,1,0,0,0
272.428253,27,0,0,0,0,0
285.436371,26,0,0,0,0,0
294.613495,25,0,0,0,0,0
