GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.188545,5,1,0,0,0,0
54.003765,4,1,0,0,0,1
55.235401,4,0,0,0,0,0
61.79689,4,0,1,0,0,0
65.838364,5,0,1,0,0,0
69.900185,6,0,1,0,0,0
116.926697,6,0,0,0,0,0
124.515923,6,0,1,0,0,0
130.579941,7,0,1,0,0,0
131.093445,8,0,1,0,0,0
135.643845,9,0,1,0,0,0
144.27565,10,0,1,0,0,0
187.330933,11,0,1,0,0,0
192.342484,12,0,1,0,0,0
193.905563,13,0,1,0,0,0
195.39415,13,0,0,0,0,0
197.458618,13,0,1,0,0,0
197.977463,14,0,1,0,0,0
199.490997,15,0,1,0,0,0
207.641052,15,0,0,0,0,0
243.534225,14,0,0,0,0,0
250.71637,14,0,1,0,0,0
250.792587,15,0,1,0,0,0
255.825775,16,0,1,0,0,0
256.374481,17,0,1,0,0,0
258.417511,18,0,1,0,0,0
259.441803,19,0,1,0,0,0
259.441803,20,0,1,0,0,0
259.903656,21,0,1,0,0,0
267.554688,21,0,0,0,0,0
268.059357,21,0,0,0,0,0
279.2099,20,0,1,0,0,0
300.025757,21,0,1,0,0,0
