GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
46.173065,5,3,0,0,0,0
53.000053,4,3,0,0,0,1
61.907948,5,2,1,0,0,0
61.907948,6,2,1,0,0,0
61.907948,7,2,1,0,0,0
62.422546,8,2,1,0,0,0
66.010345,8,2,0,0,0,0
70.004807,7,3,1,1,0,0
119.000122,7,4,1,1,0,0
123.46627,8,4,1,0,0,0
123.562935,9,4,1,0,0,0
123.982613,10,4,1,0,0,0
124.499718,10,4,0,0,0,0
146.004929,9,4,0,0,0,1
154.665298,9,3,0,0,0,0
155.22168,10,3,1,0,0,0
160.317551,9,3,0,0,0,0
170.411316,8,3,0,0,0,0
172.371109,7,3,0,0,0,0
183.000366,6,4,1,1,0,0
185.055939,7,4,1,0,0,0
185.236694,8,4,1,0,0,0
185.236694,9,4,1,0,0,0
217.380569,10,4,1,0,0,0
222.003265,10,4,0,0,0,1
222.283127,10,4,0,0,0,0
235.002975,9,3,0,0,0,1
236.694855,10,2,1,0,0,0
246.837448,11,2,1,0,0,0
247.047226,12,2,1,0,0,0
249.432404,13,2,1,0,0,0
264.759003,14,2,1,0,0,0
270.01355,14,2,0,0,0,0
279.6297,14,2,1,0,0,0
286.139832,14,2,0,0,0,0
286.237061,14,2,0,0,0,0
299.456543,13,2,1,0,0,0
