GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
48.224689,5,5,0,0,0,0
50.261593,4,5,0,0,0,0
53.004517,3,5,0,0,0,1
61.897385,4,4,1,0,0,0
61.897385,5,4,1,0,0,0
61.897385,6,4,1,0,0,0
66.478699,6,4,0,0,0,0
78.003304,5,5,1,1,0,0
86.357552,5,5,0,0,0,0
91.003784,4,5,0,0,0,1
99.003708,4,4,0,0,0,1
112.227867,4,3,0,0,0,0
124.42543,4,3,1,0,0,0
136.003693,4,3,0,0,0,1
144.213531,4,2,0,0,0,0
156.386475,4,2,1,0,0,0
160.440018,4,2,0,0,0,0
174.147232,3,2,0,0,0,0
174.632431,3,2,0,0,0,0
179.004562,1,3,1,1,0,0
182.226044,1,3,0,0,0,0
228.000092,0,3,0,0,0,1
229.001984,0,2,0,0,0,1
230.003601,0,1,0,0,0,1
