GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
61.903336,6,1,1,0,0,0
61.903336,7,1,1,0,0,0
62.422153,8,1,1,0,0,0
66.490288,9,1,1,0,0,0
72.635651,10,1,1,0,0,0
83.001381,10,2,1,1,0,0
100.133362,10,2,0,0,0,0
123.498718,10,2,1,0,0,0
124.457413,11,2,1,0,0,0
126.498512,12,2,1,0,0,0
130.083542,12,2,0,0,0,0
135.227112,12,2,1,0,0,0
148.107193,12,2,0,0,0,0
150.6651,12,2,1,0,0,0
157.37178,12,2,0,0,0,0
158.369431,12,2,0,0,0,0
173.675888,10,2,0,0,0,0
178.000778,9,3,1,1,0,0
185.475113,10,3,1,0,0,0
185.928894,11,3,1,0,0,0
186.13002,12,3,1,0,0,0
188.561386,13,3,1,0,0,0
193.487534,14,3,1,0,0,0
194.193863,15,3,1,0,0,0
200.294144,16,3,1,0,0,0
212.665146,17,3,1,0,0,0
222.407593,17,3,0,0,0,0
222.442932,17,3,0,0,0,0
234.412277,15,3,0,0,0,0
238.395309,14,3,0,0,0,0
240.001465,13,4,1,1,0,0
243.758301,13,4,0,0,0,0
243.758301,13,4,0,0,0,0
247.799316,12,4,1,0,0,0
249.786057,13,4,1,0,0,0
251.323959,13,4,0,0,0,0
251.323959,14,4,1,0,0,0
252.348511,13,4,0,0,0,0
255.5103,13,4,1,0,0,0
257.597198,14,4,1,0,0,0
265.554596,15,4,1,0,0,0
272.101044,16,4,1,0,0,0
273.976196,17,4,1,0,0,0
274.990784,18,4,1,0,0,0
282.000031,18,4,0,0,0,1
