GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
55.17601,3,1,0,0,0,0
61.75935,3,1,1,0,0,0
65.003212,3,2,1,1,0,0
66.331322,3,2,0,0,0,0
66.331322,4,2,1,0,0,0
116.004967,3,2,0,0,0,1
124.08004,3,1,0,0,0,0
124.502167,4,1,1,0,0,0
128.114639,4,1,1,0,0,0
178.120163,4,1,0,0,0,0
188.371613,4,1,1,0,0,0
189.977783,5,1,1,0,0,0
193.461945,6,1,1,0,0,0
197.00119,6,2,1,1,0,0
248.701782,6,2,0,0,0,0
251.48587,6,2,1,0,0,0
253.778259,7,2,1,0,0,0
253.926331,8,2,1,0,0,0
255.928497,9,2,1,0,0,0
273.130219,10,2,1,0,0,0
276.000183,10,2,0,0,0,1
