GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
14.238817,5,5,0,0,0,0
30.501059,4,5,0,0,0,0
56.393627,3,5,0,0,0,0
61.953934,3,5,1,0,0,0
62.001656,3,6,1,1,0,0
62.001656,3,6,0,0,0,1
62.454716,4,6,1,0,0,0
74.001877,4,6,1,1,0,0
74.001877,4,6,0,0,0,1
74.146507,4,6,0,0,0,0
82.265411,3,5,0,0,0,0
83.00499,3,6,1,1,0,0
84.284264,2,6,0,0,0,0
112.149666,1,6,0,0,0,0
127.004974,0,6,0,0,0,1
138.000259,0,5,0,0,0,1
162.004761,0,4,0,0,0,1
165.000458,0,3,0,0,0,1
165.000458,0,3,0,0,0,1
165.000458,0,3,0,0,0,1
