GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
40.126873,5,1,0,0,0,0
50.266071,4,1,0,0,0,0
62.42387,4,1,1,0,0,0
70.5242,4,1,0,0,0,0
75.096924,4,1,1,0,0,0
86.002533,4,1,0,0,0,1
124.170532,5,0,1,0,0,0
124.698967,6,0,1,0,0,0
136.355804,7,0,1,0,0,0
139.360916,8,0,1,0,0,0
186.001389,9,0,1,0,0,0
188.02858,10,0,1,0,0,0
194.106232,10,0,0,0,0,0
194.617538,10,0,0,0,0,0
197.657883,9,0,1,0,0,0
199.185165,10,0,1,0,0,0
204.768738,11,0,1,0,0,0
211.35466,12,0,1,0,0,0
235.686752,12,0,0,0,0,0
239.239655,11,0,0,0,0,0
250.906525,11,0,1,0,0,0
251.415833,12,0,1,0,0,0
261.565765,13,0,1,0,0,0
266.154388,14,0,1,0,0,0
266.664368,15,0,1,0,0,0
267.171051,16,0,1,0,0,0
273.772003,17,0,1,0,0,0
275.727844,18,0,1,0,0,0
279.916199,19,0,1,0,0,0
