GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
30.001869,5,5,0,0,0,0
50.281654,4,5,0,0,0,0
51.002132,4,5,0,0,0,1
51.002132,4,5,0,0,0,1
61.927044,4,3,1,0,0,0
61.927044,5,3,1,0,0,0
62.438885,5,3,0,0,0,0
72.002251,4,3,0,0,0,1
82.003639,4,2,0,0,0,1
112.004311,4,1,0,0,0,1
123.682442,5,0,1,0,0,0
124.767151,6,0,1,0,0,0
124.767151,7,0,1,0,0,0
137.389999,7,0,0,0,0,0
186.110672,7,0,1,0,0,0
186.535065,8,0,1,0,0,0
186.535065,9,0,1,0,0,0
193.222382,10,0,1,0,0,0
195.667969,10,0,0,0,0,0
199.132324,10,0,1,0,0,0
222.041122,10,0,0,0,0,0
236.208893,9,0,0,0,0,0
244.4104,8,0,0,0,0,0
247.940369,8,0,1,0,0,0
247.958832,9,0,1,0,0,0
248.320572,10,0,1,0,0,0
254.041031,11,0,1,0,0,0
272.588837,11,0,0,0,0,0
282.705017,11,0,1,0,0,0
