GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
24.310684,3,3,0,0,0,0
51.002846,2,3,0,0,0,1
61.769123,3,2,1,0,0,0
78.0047,3,2,0,0,0,1
89.001869,3,1,0,0,0,1
95.173943,4,0,1,0,0,0
95.682693,4,0,0,0,0,0
129.03685,4,0,1,0,0,0
156.361176,5,0,1,0,0,0
156.828568,6,0,1,0,0,0
189.855209,7,0,1,0,0,0
190.720535,8,0,1,0,0,0
216.061035,8,0,0,0,0,0
217.767441,8,0,1,0,0,0
221.738602,8,0,0,0,0,0
224.172241,7,0,0,0,0,0
237.29924,6,0,0,0,0,0
248.933075,5,0,0,0,0,0
251.175568,5,0,1,0,0,0
266.298889,5,0,0,0,0,0
279.476624,5,0,1,0,0,0
281.530365,6,0,1,0,0,0
