GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
61.725861,4,1,1,0,0,0
62.735394,5,1,1,0,0,0
62.735394,6,1,1,0,0,0
96.003479,6,1,0,0,0,1
123.035637,7,0,1,0,0,0
124.06678,8,0,1,0,0,0
125.556145,9,0,1,0,0,0
126.097122,10,0,1,0,0,0
135.198914,11,0,1,0,0,0
141.78717,12,0,1,0,0,0
174.341339,12,0,0,0,0,0
185.489304,12,0,1,0,0,0
186.00383,13,0,1,0,0,0
187.430862,14,0,1,0,0,0
188.5522,15,0,1,0,0,0
192.022339,16,0,1,0,0,0
192.080078,17,0,1,0,0,0
196.081161,18,0,1,0,0,0
207.245605,19,0,1,0,0,0
235.805649,20,0,1,0,0,0
245.065689,20,0,0,0,0,0
247.170929,20,0,1,0,0,0
247.691544,21,0,1,0,0,0
250.751968,22,0,1,0,0,0
255.686798,23,0,1,0,0,0
258.697418,23,0,0,0,0,0
289.8591,23,0,1,0,0,0
291.365997,24,0,1,0,0,0
297.33316,25,0,1,0,0,0
297.838501,26,0,1,0,0,0
