GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
61.734062,4,1,1,0,0,0
62.248108,5,1,1,0,0,0
65.811104,6,1,1,0,0,0
77.00116,6,2,1,1,0,0
108.469048,6,2,0,0,0,0
108.492569,6,2,0,0,0,0
119.136749,4,2,0,0,0,0
123.674759,4,2,1,0,0,0
138.970078,5,2,1,0,0,0
143.003616,5,3,1,1,0,0
157.220428,6,3,1,0,0,0
167.002823,6,3,0,0,0,1
197.884232,7,2,1,0,0,0
200.980774,8,2,1,0,0,0
204.065033,9,2,1,0,0,0
206.075027,9,2,0,0,0,0
210.000656,8,2,0,0,0,1
216.004456,8,2,1,1,0,0
216.164612,8,2,0,0,0,0
218.814285,8,2,1,0,0,0
218.814285,9,2,1,0,0,0
232.097717,9,2,0,0,0,0
257.532898,8,2,0,0,0,0
261.928497,8,2,1,0,0,0
262.615082,9,2,1,0,0,0
262.615082,10,2,1,0,0,0
269.280334,11,2,1,0,0,0
274.152771,11,2,0,0,0,0
280.461487,11,2,1,0,0,0
281.498138,12,2,1,0,0,0
283.599762,13,2,1,0,0,0
288.250854,13,2,0,0,0,0
