GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
44.061634,5,1,0,0,0,0
61.750656,5,1,1,0,0,0
61.750656,6,1,1,0,0,0
61.750656,7,1,1,0,0,0
95.268814,7,1,0,0,0,0
96.003006,7,1,0,0,0,1
117.046844,6,0,0,0,0,0
123.116051,6,0,1,0,0,0
123.116051,7,0,1,0,0,0
124.144302,8,0,1,0,0,0
129.728531,9,0,1,0,0,0
135.331284,10,0,1,0,0,0
178.457703,10,0,0,0,0,0
183.087631,9,0,0,0,0,0
185.62323,9,0,1,0,0,0
186.138794,10,0,1,0,0,0
186.138794,11,0,1,0,0,0
188.586273,12,0,1,0,0,0
193.677353,12,0,0,0,0,0
197.305023,12,0,1,0,0,0
247.562759,13,0,1,0,0,0
250.102798,14,0,1,0,0,0
253.647583,15,0,1,0,0,0
257.213074,16,0,1,0,0,0
257.213074,17,0,1,0,0,0
259.266907,18,0,1,0,0,0
262.314758,19,0,1,0,0,0
262.314758,20,0,1,0,0,0
262.815613,20,0,0,0,0,0
281.668793,20,0,1,0,0,0
282.171387,21,0,1,0,0,0
