GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
50.247063,5,5,0,0,0,0
51.002079,5,5,0,0,0,1
51.002079,5,5,0,0,0,1
61.923409,5,3,1,0,0,0
61.923409,6,3,1,0,0,0
61.923409,7,3,1,0,0,0
64.495949,8,3,1,0,0,0
66.013779,8,3,0,0,0,0
69.000801,7,4,1,1,0,0
78.245926,7,4,0,0,0,0
100.06012,6,4,0,0,0,0
106.004654,5,4,0,0,0,1
112.317764,5,3,0,0,0,0
114.34655,4,3,0,0,0,0
120.452766,3,3,0,0,0,0
122.004272,2,3,0,0,0,1
128.039291,2,2,0,0,0,0
132.086548,2,2,1,0,0,0
133.001709,2,3,1,1,0,0
154.385147,2,3,0,0,0,0
182.269989,1,3,0,0,0,0
197.002625,0,4,1,1,0,0
202.000305,0,4,0,0,0,1
206.001633,0,3,0,0,0,1
230.004623,0,2,0,0,0,1
249.004776,0,1,0,0,0,1
