GameTime,PreyPopulation,PredatorPopulation,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
32.478111,3,5,0,0,0,0
53.004551,2,5,0,0,0,1
53.004551,2,5,0,0,0,1
53.004551,2,5,0,0,0,1
61.86499,3,2,1,0,0,0
61.86499,4,2,1,0,0,0
72.007332,4,2,0,0,0,0
83.000862,3,3,1,1,0,0
92.278336,3,3,0,0,0,0
123.652832,3,3,1,0,0,0
124.672989,4,3,1,0,0,0
145.00351,4,3,0,0,0,1
155.000946,4,3,1,1,0,0
160.003281,4,4,1,1,0,0
168.297836,4,4,0,0,0,0
186.007843,4,4,1,0,0,0
187.524902,5,4,1,0,0,0
190.604446,6,4,1,0,0,0
216.066772,6,4,0,0,0,0
220.002106,5,5,1,1,0,0
241.001297,5,5,0,0,0,1
247.078384,6,4,1,0,0,0
249.125702,7,4,1,0,0,0
252.185394,8,4,1,0,0,0
253.063553,9,4,1,0,0,0
258.002258,9,4,0,0,0,1
259.676941,10,3,1,0,0,0
264.003143,10,4,1,1,0,0
268.43158,10,4,0,0,0,0
270.076904,9,4,0,0,0,0
289.000092,8,4,0,0,0,1
