GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.0114,1,1,87.720139,0,0,0,0
30.003553,1,1,82.226219,0,0,0,0
30.017969,1,1,69.370285,0,0,0,0
30.031553,1,1,73.612877,0,0,0,0
30.044725,1,1,75.915543,0,0,0,0
30.056461,1,1,85.212982,0,0,0,0
30.069042,1,1,79.481651,0,0,0,0
30.082869,1,1,72.32975,0,0,0,0
30.095169,1,1,81.296631,0,0,0,0
60.016232,1,1,45.271263,0,0,0,0
60.028103,1,1,84.243088,0,0,0,0
60.041332,1,1,75.586838,0,0,0,0
60.0555,1,1,70.589027,0,0,0,0
60.068447,1,1,77.247681,0,0,0,0
60.08149,1,1,76.676743,0,0,0,0
60.092747,1,1,88.825203,0,0,0,0
90.000061,2,2,64.642014,2,2,0,0
90.015709,2,2,63.909203,0,0,0,0
90.030952,2,2,65.591774,0,0,0,0
90.046196,2,2,65.586678,0,0,0,0
90.0606,2,2,69.436874,0,0,0,0
90.074852,2,2,70.181938,0,0,0,0
90.088776,2,2,71.804504,0,0,0,0
120.010864,2,2,79.596619,0,0,0,0
120.022896,2,2,83.117218,0,0,0,0
120.037071,2,2,70.533958,0,0,0,0
120.063927,2,2,37.239082,0,0,0,0
120.077545,2,2,73.439857,0,0,0,0
120.090691,2,2,76.066124,0,0,0,0
150.00386,3,4,62.495422,3,3,0,0
150.020691,3,4,59.431622,0,0,0,0
150.037628,3,4,59.05447,0,0,0,0
150.05481,3,4,58.200405,0,0,0,0
150.076141,3,4,46.890663,0,0,0,0
150.092606,3,4,60.713142,0,0,0,0
180.015808,2,4,60.537449,0,0,0,0
180.032333,2,4,60.535988,0,0,0,0
180.049637,2,4,57.806984,0,0,0,0
180.0672,2,4,56.940922,0,0,0,0
180.084534,2,4,57.673954,0,0,0,0
210.005142,4,7,50.715317,5,5,0,0
210.026169,4,7,47.566517,0,0,0,0
210.048706,4,7,44.373676,0,0,0,0
210.0728,4,7,41.517712,0,0,0,0
210.094116,4,7,46.902832,0,0,0,0
240.019058,4,6,27.889818,0,0,0,0
240.042999,4,6,41.758812,0,0,0,0
240.063644,4,6,48.43018,0,0,0,0
240.086884,4,6,43.03606,0,0,0,0
270.029449,8,11,21.570843,9,9,0,0
270.079163,8,11,20.114683,0,0,0,0
300.01062,8,12,29.264721,1,1,0,0
300.044006,8,12,29.953518,0,0,0,0
300.083221,8,12,25.496605,0,0,0,0
