GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.020554,5,5,48.652668,0,0,0,0
30.017031,5,5,49.788593,0,0,0,0
30.0369,5,5,50.332104,0,0,0,0
30.056358,5,5,51.389725,0,0,0,0
30.074495,5,5,55.135094,0,0,0,0
30.094753,5,5,49.363308,0,0,0,0
60.009041,5,5,54.273296,0,0,0,0
60.027996,5,5,52.753098,0,0,0,0
60.045269,5,5,57.895565,0,0,0,0
60.064495,5,5,52.012737,0,0,0,0
60.083664,5,5,52.167099,0,0,0,0
90.019028,9,9,33.89283,8,8,0,0
90.069016,9,9,20.004045,0,0,0,0
90.096947,9,9,35.802719,0,0,0,0
120.002266,8,8,21.753628,0,0,0,0
120.04493,8,8,23.43882,0,0,0,0
120.072052,8,8,36.873989,0,0,0,0
120.098473,8,8,37.851635,0,0,0,0
150.012543,16,9,12.98038,9,7,0,0
150.055908,16,9,23.060228,0,0,0,0
150.095703,16,9,25.129576,0,0,0,0
180.031342,16,10,12.159542,2,2,0,0
180.074036,16,10,23.418653,0,0,0,0
210.03038,32,8,7.620649,17,17,0,0
240.085602,32,9,5.105668,1,1,0,0
270.047394,60,9,2.5,28,0,0,0
