GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.025092,5,5,39.853451,0,0,0,0
30.004599,5,5,59.668381,0,0,0,0
30.021357,5,5,59.675411,0,0,0,0
30.038092,5,5,59.757126,0,0,0,0
30.080976,5,5,23.31855,0,0,0,0
30.096737,5,5,63.44627,0,0,0,0
60.013344,5,5,48.960388,0,0,0,0
60.049706,5,5,27.501951,0,0,0,0
60.065395,5,5,63.730602,0,0,0,0
60.082397,5,5,58.811619,0,0,0,0
60.098003,5,5,64.077454,0,0,0,0
90.01503,9,8,44.901848,7,7,0,0
90.052147,9,8,26.940536,0,0,0,0
90.099739,9,8,21.01252,0,0,0,0
120.026962,8,8,26.70858,1,1,0,0
120.052177,8,8,39.654282,0,0,0,0
120.076576,8,8,40.988621,0,0,0,0
150.049179,14,13,9.636953,12,12,0,0
180.010849,14,12,21.803095,0,0,0,0
180.071915,14,12,16.374182,0,0,0,0
210.026093,27,14,6.03176,15,15,0,0
240.06572,26,13,9.349729,2,2,0,0
