GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.079177,5,5,12.629864,0,0,0,0
30.010839,5,5,27.465841,0,0,0,0
30.024073,5,5,75.571045,0,0,0,0
30.03899,5,5,67.033485,0,0,0,0
30.053696,5,5,67.996887,0,0,0,0
30.068827,5,5,66.093582,0,0,0,0
30.082003,5,5,75.890518,0,0,0,0
30.095152,5,5,76.05468,0,0,0,0
60.014,5,5,53.041607,0,0,0,0
60.029457,5,5,64.699844,0,0,0,0
60.044769,5,5,65.305786,0,0,0,0
60.059692,5,5,67.006882,0,0,0,0
60.073833,5,5,70.711288,0,0,0,0
60.087391,5,5,73.758728,0,0,0,0
60.099575,5,5,82.066261,0,0,0,0
90.018311,7,5,48.029522,2,0,0,0
90.033157,7,5,67.338455,0,0,0,0
90.05027,7,5,58.434177,0,0,0,0
90.066406,7,5,61.985798,0,0,0,0
90.082176,7,5,63.411289,0,0,0,0
90.098267,7,5,62.156269,0,0,0,0
120.007507,4,1,67.787483,1,1,0,0
120.021599,4,1,70.965034,0,0,0,0
120.035042,4,1,74.402626,0,0,0,0
120.051163,4,1,62.034416,0,0,0,0
120.066986,4,1,63.194397,0,0,0,0
120.081123,4,1,70.733032,0,0,0,0
120.095116,4,1,71.482086,0,0,0,0
150.02002,8,1,44.801712,4,0,0,0
150.039063,8,1,52.525406,0,0,0,0
150.058136,8,1,52.409042,0,0,0,0
150.076141,8,1,55.554993,0,0,0,0
150.095276,8,1,52.281311,0,0,0,0
180.001862,8,2,42.428669,1,1,0,0
180.033585,8,2,31.522047,0,0,0,0
180.057678,8,2,41.492535,0,0,0,0
180.081985,8,2,41.130482,0,0,0,0
240.007767,16,2,27.761959,8,0,0,0
240.042908,16,2,28.457342,0,0,0,0
240.079117,16,2,27.612955,0,0,0,0
270.02652,31,2,12.565911,15,0,0,0
300.037506,31,3,12.949965,1,1,0,0
