GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.025739,5,5,38.851486,0,0,0,0
30.006599,5,5,66.428337,0,0,0,0
30.023985,5,5,57.519302,0,0,0,0
30.036655,5,5,78.926514,0,0,0,0
30.050245,5,5,73.587189,0,0,0,0
30.06436,5,5,70.851822,0,0,0,0
30.077837,5,5,74.201981,0,0,0,0
30.09169,5,5,72.183296,0,0,0,0
60.000065,5,5,71.228638,0,0,0,0
60.012577,5,5,79.930923,0,0,0,0
60.025291,5,5,78.63961,0,0,0,0
60.038197,5,5,77.488892,0,0,0,0
60.051243,5,5,76.64653,0,0,0,0
60.065388,5,5,70.701416,0,0,0,0
60.078224,5,5,77.906265,0,0,0,0
60.089947,5,5,85.302017,0,0,0,0
90.005859,5,5,71.931007,0,0,0,0
90.01828,5,5,80.497757,0,0,0,0
90.030365,5,5,82.726051,0,0,0,0
90.042,5,5,85.945,0,0,0,0
90.055756,5,5,72.707878,0,0,0,0
90.068016,5,5,81.569084,0,0,0,0
90.080063,5,5,83.013657,0,0,0,0
90.091698,5,5,85.968338,0,0,0,0
120.006027,0,0,63.384293,0,0,0,0
120.017883,0,0,84.324486,0,0,0,0
120.030853,0,0,77.099449,0,0,0,0
120.044014,0,0,75.990738,0,0,0,0
120.057014,0,0,76.909698,0,0,0,0
120.068336,0,0,88.347778,0,0,0,0
120.080307,0,0,83.534164,0,0,0,0
120.09169,0,0,87.832733,0,0,0,0
150.00174,0,0,83.21286,0,0,0,0
150.014053,0,0,81.161072,0,0,0,0
150.030594,0,0,60.449261,0,0,0,0
150.041107,0,0,95.184883,0,0,0,0
150.05397,0,0,77.714912,0,0,0,0
150.067032,0,0,76.590874,0,0,0,0
150.079865,0,0,77.951851,0,0,0,0
150.090714,0,0,92.223267,0,0,0,0
180.000458,0,0,77.829575,0,0,0,0
180.01149,0,0,90.583023,0,0,0,0
180.02533,0,0,72.22039,0,0,0,0
180.036423,0,0,90.192482,0,0,0,0
180.04631,0,0,101.1166,0,0,0,0
180.058792,0,0,80.080101,0,0,0,0
180.069748,0,0,91.298553,0,0,0,0
180.080002,0,0,97.588547,0,0,0,0
180.092163,0,0,82.255623,0,0,0,0
210.011673,0,0,67.666061,0,0,0,0
210.025589,0,0,71.851379,0,0,0,0
210.037079,0,0,87.020477,0,0,0,0
210.049805,0,0,78.610321,0,0,0,0
210.062805,0,0,76.919044,0,0,0,0
210.075851,0,0,76.665115,0,0,0,0
210.089264,0,0,74.529694,0,0,0,0
240.000015,0,0,90.269669,0,0,0,0
240.009918,0,0,100.967361,0,0,0,0
240.022522,0,0,79.357071,0,0,0,0
240.033508,0,0,90.980232,0,0,0,0
240.043823,0,0,96.934525,0,0,0,0
240.055359,0,0,86.740181,0,0,0,0
240.066574,0,0,89.200836,0,0,0,0
240.076553,0,0,100.136551,0,0,0,0
240.088776,0,0,81.82486,0,0,0,0
270.008179,0,0,83.303246,0,0,0,0
270.019653,0,0,87.218369,0,0,0,0
270.03125,0,0,86.220192,0,0,0,0
270.04364,0,0,80.75457,0,0,0,0
270.054535,0,0,91.738617,0,0,0,0
270.064819,0,0,97.176445,0,0,0,0
270.076965,0,0,82.325172,0,0,0,0
270.08786,0,0,91.675491,0,0,0,0
270.098511,0,0,93.868263,0,0,0,0
300.000793,0,0,72.466415,0,0,0,0
300.013519,0,0,78.507919,0,0,0,0
300.02475,0,0,89.034531,0,0,0,0
300.036926,0,0,82.029045,0,0,0,0
300.048523,0,0,86.193756,0,0,0,0
300.058411,0,0,101.148911,0,0,0,0
300.07016,0,0,85.032669,0,0,0,0
300.081238,0,0,90.340546,0,0,0,0
300.091095,0,0,101.331154,0,0,0,0
