GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
0.021158,1,1,47.26453,0,0,0,0
30.005518,1,1,69.800674,0,0,0,0
30.018995,1,1,74.195457,0,0,0,0
30.032806,1,1,72.406311,0,0,0,0
30.046347,1,1,73.855568,0,0,0,0
30.059702,1,1,74.880234,0,0,0,0
30.075039,1,1,65.204849,0,0,0,0
30.090448,1,1,64.892258,0,0,0,0
60.010403,1,1,87.137306,0,0,0,0
60.020985,1,1,94.506119,0,0,0,0
60.034103,1,1,76.22876,0,0,0,0
60.045826,1,1,85.316383,0,0,0,0
60.056534,1,1,93.404137,0,0,0,0
60.068264,1,1,85.253166,0,0,0,0
60.079834,1,1,86.443954,0,0,0,0
60.090893,1,1,90.44062,0,0,0,0
90.00264,2,1,84.161865,1,0,0,0
90.014023,2,1,87.820549,0,0,0,0
90.0261,2,1,82.77475,0,0,0,0
90.03878,2,1,78.877319,0,0,0,0
90.050621,2,1,84.431351,0,0,0,0
90.061523,2,1,91.698753,0,0,0,0
90.074181,2,1,79.002861,0,0,0,0
90.086815,2,1,79.148613,0,0,0,0
90.098549,2,1,85.218742,0,0,0,0
120.00708,2,0,59.331314,0,0,0,0
120.018585,2,0,86.892029,0,0,0,0
120.031273,2,0,78.808571,0,0,0,0
120.048531,2,0,57.947247,0,0,0,0
120.061012,2,0,80.140968,0,0,0,0
120.073784,2,0,78.311157,0,0,0,0
120.085007,2,0,89.112915,0,0,0,0
120.097626,2,0,79.255173,0,0,0,0
150.000931,4,0,77.043114,2,0,0,0
150.01384,4,0,77.446213,0,0,0,0
150.025345,4,0,86.9189,0,0,0,0
150.038315,4,0,77.057198,0,0,0,0
150.051514,4,0,75.776932,0,0,0,0
150.063812,4,0,81.304459,0,0,0,0
150.075699,4,0,84.075195,0,0,0,0
150.089432,4,0,72.852264,0,0,0,0
180.006409,4,0,69.0354,0,0,0,0
180.021088,4,0,68.106659,0,0,0,0
180.034378,4,0,75.249779,0,0,0,0
180.04689,4,0,79.940994,0,0,0,0
180.060928,4,0,71.212616,0,0,0,0
180.074219,4,0,75.274384,0,0,0,0
180.0867,4,0,80.135895,0,0,0,0
180.098175,4,0,87.161301,0,0,0,0
210.014343,8,0,66.395233,4,0,0,0
210.028259,8,0,71.896278,0,0,0,0
210.042725,8,0,69.107025,0,0,0,0
210.054932,8,0,81.922829,0,0,0,0
210.069153,8,0,70.310616,0,0,0,0
210.083984,8,0,67.447891,0,0,0,0
210.097977,8,0,71.4841,0,0,0,0
240.010391,8,0,59.827751,0,0,0,0
240.025406,8,0,66.610138,0,0,0,0
240.040039,8,0,68.312515,0,0,0,0
240.055786,8,0,63.490822,0,0,0,0
240.069748,8,0,71.641914,0,0,0,0
240.084747,8,0,66.675056,0,0,0,0
240.098389,8,0,73.33136,0,0,0,0
270.012756,16,0,52.190773,8,0,0,0
270.029938,16,0,58.192368,0,0,0,0
270.047852,16,0,55.81469,0,0,0,0
270.066101,16,0,54.757,0,0,0,0
270.083649,16,0,57.006329,0,0,0,0
300.006989,16,0,51.456573,0,0,0,0
300.026642,16,0,50.880463,0,0,0,0
300.045135,16,0,54.028854,0,0,0,0
300.063995,16,0,52.99054,0,0,0,0
300.081726,16,0,56.445717,0,0,0,0
