GameTime,PreyPopulation,PredatorPopulation,FPS,PreyGrowth,PredatorGrowth,PreyDeath,PredatorDeath
44.151577,13,22,0,0,0,1
46.21748,13,22,0,0,0,1
50.01511,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
50.529167,13,22,0,0,0,1
53.002041,13,22,0,0,0,1
53.002041,13,21,0,0,0,1
53.002041,13,20,0,0,0,1
53.002041,13,19,0,0,0,1
53.002041,13,18,0,0,0,1
53.002041,13,17,0,0,0,1
53.002041,13,16,0,0,0,1
53.002041,13,15,0,0,0,1
53.002041,13,14,0,0,0,1
53.002041,13,13,0,0,0,1
53.002041,13,12,0,0,0,1
77.003212,13,12,1,1,0,0
82.002342,13,12,0,0,0,1
90.004372,13,11,0,0,0,1
90.004372,13,11,1,1,0,0
91.00267,13,12,1,1,0,0
98.003662,13,12,0,0,0,1
100.252647,13,11,0,0,0,1
129.004272,1,11,0,0,0,1
150.002762,1,10,0,0,0,1
150.002762,1,9,0,0,0,1
150.002762,1,8,0,0,0,1
150.002762,1,7,0,0,0,1
155.004303,1,7,1,1,0,0
155.004303,1,7,0,0,0,1
175.004028,0,6,0,0,0,1
202.002762,0,5,0,0,0,1
202.002762,0,4,0,0,0,1
211.004745,0,3,0,0,0,1
211.004745,0,2,0,0,0,1
211.004745,0,1,0,0,0,1
